13426037,2202
18593509,9099
17230716,8121
13644859,8190
13300594,5048
13393244,3411
16517090,9086
18953755,6783
12809484,7476
16875234,0958
17758630,1891
11384518,6066
11574691,8000
11249627,4837
16596937,0217
16608909,8942
18132894,0799
11253811,4414
11958163,6843
17473497,7558
12992269,5684
14393135,0786
11703742,7531
15971759,3088
12201355,9141
14341641,4810
13810824,9417
11036335,9795
18503037,0343
11884899,5201
12590970,2831
13103890,0248
17296785,8959
18855239,9908
15353403,6699
12770667,8320
14704164,9014
17287351,1655
11876045,5036
15502046,9006
13366158,3728
15745182,9340
11726548,9355
16079606,1134
17124052,8190
12473850,1268
12615736,6620
18846968,6710
13849392,4955
13960797,1312
13428095,8476
13215277,6847
12144099,8137
12308565,1003
17933969,3255
16924673,3756
11347197,8057
11490240,2699
14545270,6050
16559235,8984
17781130,3154
14516008,6385
18264763,7758
17973313,8704
11983501,9264
13026057,2070
13574044,1798
12586915,7026
15623763,7694
11459351,4068
12376134,3653
17030969,0820
17750754,5541
18487419,4616
12387752,5889
16575933,8251
13643485,7531
12073656,9737
16143964,4954
12630221,1113
18583858,5393
15184080,9938
11201114,5017
15921192,4490
17770921,4656
14228768,5133
14086170,6547
11551956,5080
18251173,3412
18407415,8057
11859574,1347
18899086,8984
15010459,0788
11325933,4591
15430763,6980
13458924,1433
14771870,5357
15320180,8575
11523824,9558
12364689,2228
16754371,3369
14400705,7094
13633364,8640
13480648,9425
18336561,5039
18804317,1940
15680320,1373
12507539,0953
12192190,1850
14399102,0730
12919424,9721
16763427,1183
13400008,7197
16639564,2129
12099365,9529
11067454,8511
13221833,5314
18911225,3013
11966325,3060
17361219,3276
17991177,8566
15460840,8128
17003609,4502
12957872,0311
14475651,4850
16290362,6195
11315229,0804
13850377,9314
18534172,8420
14720992,1080
17863048,4239
15846151,2164
17507015,6379
16718189,6469
18250881,4469
15596202,0844
11309745,7036
18726224,6117
13967378,9901
16170423,1652
17824305,1153
12082880,1465
18424248,1558
14944496,8841
14288328,8371
12408283,4389
18653369,6118
14057895,1740
13047812,0505
13617160,7372
11432263,4590
16053391,5980
11255532,5307
17467425,2529
11922646,9347
17923646,8585
16910970,3656
17522194,7494
13810673,5765
13558017,4224
16164562,2915
11078613,2132
16700398,0095
17669645,7518
16870821,6321
18214035,9332
16112394,6898
11209290,4923
16371161,9720
11147359,7213
16574363,3480
14715613,2140
15762853,1691
15007854,9532
18024290,1602
16796727,4453
15565338,8339
15769142,4561
16994171,9261
15843749,7011
16149993,7044
15605559,3818
16587141,5436
17235557,1279
17870013,2812
15470449,2520
17800818,0312
11822614,0910
18698746,2882
11552570,1608
16152043,2363
18960068,4409
15383565,9086
16854858,6539
15964551,2549
11675665,4290
16376305,6380
13595640,5586
13425122,6831
12958887,3524
11645958,5504
17482415,3121
11302871,7374
12899478,5809
14394832,7408
17529046,4193
18369217,8413
18348188,3818
17167462,3351
14418252,1514
14334372,7851
18662164,9008
16208855,5563
15243346,8315
14760052,4822
17976173,5145
14918608,7848
17278439,4881
17025279,5758
16900501,9954
15150887,9475
11724464,3146
16925320,8680
13721359,0734
14265678,9337
14245270,5202
15736408,5042
14510913,2814
17254530,1674
12937698,6959
16280710,6826
18670974,8144
13136519,3081
16035595,4135
14028063,6864
18644453,0185
13741775,6341
18041317,7263
15235136,2125
18537704,4660
13066164,3751
18908995,3692
15131547,8214
12304810,6329
12071396,8271
13793259,6095
18263627,7140
13019130,3399
18680872,0745
16787418,4846
12123200,8713
16900416,9523
17377505,5149
12418458,0552
11453382,9024
15603267,9693
13104626,0440
11427182,1568
18009906,1828
18158249,3636
18149662,7228
13825862,3123
14540795,0169
12999878,9007
17274292,5831
18844227,1443
18864118,8184
13077394,6223
13765238,6008
12849768,4022
13146679,5794
12041569,8046
13473700,6378
15537489,8870
11470926,2387
18231165,4092
16561596,9012
16299900,0030
11366804,7078
11147716,0205
14726182,9337
16365457,8686
16833477,1104
18655797,9394
13180083,6917
16075859,0018
18971967,8344
15452802,1321
11049883,0113
15022326,0233
18623492,7544
12939819,0328
15405915,3260
14614143,8300
12839687,2702
15776598,6846
16360680,9170
11879157,4153
14740148,4274
11378333,3792
18241751,2142
15084139,2135
17754959,7909
18745100,1933
13568668,0512
15587871,8085
12993496,3993
13179379,4061
14197821,6959
14580243,8510
18611240,4348
12037204,2391
18255994,2094
13595011,6361
11376918,9667
17611438,5386
14318522,1927
11293328,6276
17876281,2605
14130958,6284
15788377,7042
18654598,4104
16718590,2869
16427209,4324
16731562,5035
18744247,6759
13443131,9339
18743625,3027
15184280,1160
17461610,7480
12459376,6322
15141298,4050
16955381,6829
16545905,5924
13972920,7419
18793759,3593
16888462,3390
15887546,7265
12761270,4722
18186664,5950
12932114,2073
12961467,4060
12974599,5660
16524144,2980
16491551,5864
14665877,8540
11308245,0480
18954843,5743
13012652,4548
16742667,8448
12254976,9683
14792530,6017
14362055,9759
12294319,7422
13229669,8477
17890151,5604
15219647,0341
11710000,7187
14955513,5997
11120600,8100
15848710,1005
12445808,2430
15853279,2409
16414329,9153
12614144,5266
15384232,0689
18950399,4604
15183161,2525
11763630,7770
16911241,5831
18724384,6415
13393641,3115
18297504,1884
17529389,5787
13203615,8956
17708613,4436
11969574,2941
14771332,2511
13767072,5493
11305588,1755
11427785,0092
15282866,7922
18061290,3920
11424944,7197
16075456,6840
18917134,3811
12336564,1531
11657245,8806
11395172,8187
13955298,4112
14716451,3504
14931615,9728
18746163,5635
15420292,3700
17301122,8231
17640524,2359
13502800,1573
15715096,6150
13671616,2356
14257188,8523
14699632,6760
11641950,4098
14430001,5033
15136775,9425
13981314,0363
14460634,1403
18303232,1830
16214428,2706
12096701,1375
12912042,0654
11258244,6070
11159319,0324
14278751,5800
15234065,5736
15201083,0726
16549072,5062
17887009,4737
13930854,2320
15628182,3496
17900716,0534
15872758,6319
18136976,5326
17320806,7345
17781442,0389
17486106,9596
13980895,6220
15013450,8523
18129677,9028
11115003,9214
16869888,9349
18960250,6387
13303281,9916
12669938,4104
12472915,2396
11172154,4804
16899032,0658
15049016,0086
13179179,5762
13060354,0587
16499020,6936
17432769,6814
13066138,2497
16393347,3878
14410736,0794
16531384,8294
18293949,5034
11852038,1842
17634495,7767
14795071,5820
16633847,0008
13336988,1494
12103024,3158
11314611,0548
11896683,2751
11022794,5770
16754150,5120
17913575,1904
15386509,9818
15321122,0021
13004846,1140
16174620,7132
18178486,4886
17283600,5154
13794161,6016
14903089,9748
14928619,6584
14502994,0139
18758661,2363
14598450,5150
12607711,5482
17723704,3549
11486270,2428
18109173,1220
12185911,4475
17794050,8631
13791690,4795
12487303,5662
12736567,8454
17278069,1729
14378630,8030
15361588,7599
11267469,3777
18101954,4350
15946722,0412
18947507,3262
18109355,6568
13074230,1577
11752765,2861
11931149,1647
13739523,6584
14886667,6719
18014059,2229
18518897,2773
13786335,4675
15501738,5214
13184359,0200
18371188,1726
11525231,7501
14933078,3525
18649930,8528
15734890,2793
11298172,7302
13383284,7899
16444003,6117
17921261,8395
14844477,6538
17535402,7460
14041460,4589
11874654,4109
12901487,0389
17640126,8389
18369734,4832
14453491,8216
11765203,4879
14260351,2315
18455484,0830
17670991,9236
18059566,7154
11540757,3750
18866291,3447
16667221,7887
13839289,5251
12086837,7009
18256881,1723
12820800,8232
14195974,9158
15802334,1023
15027044,1201
15819369,8500
16964568,5147
16808013,1816
12841622,2097
18196099,3012
13079407,2627
13296784,4147
11699522,4065
15038224,1193
17965064,8119
18718251,0867
15416132,0070
15973423,2553
18251337,4709
15077182,5800
11492939,5981
14635291,0941
13763439,0646
11476313,3223
16877325,3108
17314613,9465
18487664,4355
17718008,2627
18983218,0602
17960152,1994
18140186,6263
16264417,1313
16973288,2436
17025034,2789
11644536,2329
12166753,2659
13555855,1615
14890181,2944
17125160,4591
11399566,0025
17214953,9348
15456687,7585
13769976,0163
15743856,5227
13230446,4817
18738815,0240
12196751,8154
16893688,3384
14473021,0028
13986653,3765
15675272,3129
17423136,5946
16732622,3820
15760670,1537
14165898,7179
13434196,9705
14442425,2920
17586827,7825
17716788,7387
13916618,8220
14613539,9389
16744414,7992
11212631,9959
16705360,3234
11509551,1734
12474305,8405
12612450,9695
11339645,6104
12905845,8435
16159496,1506
17808007,2012
16948361,1045
18364452,3117
15039448,4263
15682183,6490
13015140,4311
18342360,4109
18931308,1644
12649205,0397
12432095,5779
17458395,1665
14014042,0313
17015199,3851
14782498,0548
18668586,0392
14989239,1604
12949859,7657
15503428,3104
14374854,6341
13037903,4317
15793031,4254
14706473,4035
15914142,9340
18760559,7063
17221680,2061
15577960,5408
12653218,0831
16366723,9488
15436519,9138
15173276,0519
15579001,3165
13676975,7548
16313478,1060
13413061,5110
16135209,9210
17743697,1442
13957917,8710
11306963,9017
18600511,6434
15844246,0755
17769907,4024
16086104,6153
15980345,1455
12939725,9288
13066545,9039
16466727,1897
16175774,2033
16840195,0517
13797062,2166
13462073,0862
13917962,3683
15455732,4121
11535881,4842
15084064,2814
11824963,6965
18826627,3843
17720393,1217
15676216,1772
17415776,4775
13389134,7145
16952115,0563
11798248,5021
11302194,3164
18929759,2568
11792999,3228
15969041,8960
12483978,0281
15295104,2913
16139472,4292
12794341,2129
12617702,8602
11448812,9191
16342187,5468
12246978,7330
13662005,5208
16635872,9024
16335831,5941
13793533,7479
13234057,6246
12805060,0242
11722256,4851
13661762,6960
17917134,6039
17404950,0140
11052377,7635
16866917,6862
12032203,9267
17198425,5572
17606539,4979
16062216,5696
17397833,1421
18705377,3688
11111790,7698
18099301,9074
15367012,4950
16258803,4706
13955357,0041
17621068,0193
13162049,8598
15650541,0895
11784723,1719
14278070,3845
15111173,7352
15371795,8828
11632897,7269
16359322,6507
17007232,9017
15679869,2016
16268316,2727
15715238,6398
17540178,5183
17663674,9191
11931651,7517
17663263,9997
17051579,6733
14971571,7930
11681451,0208
11680200,2205
18565137,8642
11054811,5918
13609819,7464
18542362,5386
15946039,6526
18511553,5719
16994408,3291
14181195,0020
18277700,4114
16851168,5540
18954507,0633
15553141,5466
13641174,2387
12753436,7536
11411900,5931
14936226,3353
14505339,1026
17058635,5214
13250882,3304
17514356,1186
12963214,5493
16239806,9484
17800508,2847
15551501,4214
11571985,1651
12647898,9660
14446562,3908
13328949,1057
12363697,7791
18610394,3826
16286943,7636
11273229,8854
13545430,3287
11127003,1411
11382687,2250
15815841,1012
16492778,5064
18932808,7915
17131883,4766
17877598,8539
11421522,9523
14729288,7124
16410013,9837
14113742,4844
14714461,9628
17717470,2367
11739179,1298
13355645,0398
14627490,1670
17286889,8139
16040719,1961
11980901,0129
16155175,9080
16095497,4479
17028514,2257
11793886,7454
18246638,6972
15439666,2139
15248750,2263
15884147,7298
18423248,6055
12391539,9698
15924702,2863
12613838,8413
15914757,8428
14615126,3645
15622934,7186
18417276,9776
15992105,8563
18251646,0456
11159223,9143
16285891,6742
15011031,7883
15139747,8164
13464898,3990
12001840,2677
11027018,7897
11103519,3482
18403815,9934
14230720,5204
18769123,7741
18539802,5907
13228496,7962
16521430,7050
17873313,0478
14424137,2305
18542022,5633
11654009,0511
15190261,8063
18513362,4640
18354181,3175
18862021,8352
12029163,0047
16879644,5431
14890550,6447
15209884,3892
17959965,7909
18569449,7303
15072331,4638
13448497,0283
14235920,3815
14720875,4335
14991472,0252
14349096,3070
18854855,6037
13162029,5510
